Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Birth Month,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Thomas Pkemei Longosiwa,Kenya,24,170,57,M,5/14/1988,5,WEST POKOT (KEN),0,0,0,0,Athletics,Men's 5000m
Camilla Dalby,Denmark,24,182,73,F,5/15/1988,5,,0,0,0,0,Handball,Women's Handball
Endene Miyem,France,24,188,88,F,5/15/1988,5,,0,0,0,0,Basketball,Women's Basketball
Han Jeong,Republic of Korea,24,185,77,M,5/17/1988,5,,0,0,0,0,Handball,Men's Handball
Wan Ho Son,Republic of Korea,24,175,65,M,5/17/1988,5,Seoul,0,0,0,0,Badminton,Men's Singles
Kamilla Gafurzianova,Russian Federation,24,174,64,F,5/18/1988,5,,0,1,0,1,Fencing,"Women's Individual Foil, Women's Team Foil"
Tatsuma Ito,Japan,24,181,75,M,5/18/1988,5,,0,0,0,0,Tennis,Men's Singles
Hayat Lambarki,Morocco,24,172,57,F,5/18/1988,5,SALE HSSAINE (MAR),0,0,0,0,Athletics,Women's 400m Hurdles
Niklas Lindgren,Finland,24,177,71,M,5/18/1988,5,Helsinki (FIN),0,0,0,0,Sailing,Men's 470
Krista Phillips,Canada,24,198,104,F,5/18/1988,5,,0,0,0,0,Basketball,Women's Basketball
Antonija Misura,Croatia,24,181,65,F,5/19/1988,5,,0,0,0,0,Basketball,Women's Basketball
Nadezhda Fedotova,Russian Federation,24,170,65,F,5/20/1988,5,,0,0,0,0,Water Polo,Women's Water Polo
Yomara Hinestroza,Colombia,24,159,52,F,5/20/1988,5,PRADERA (COL),0,0,0,0,Athletics,"Women's 100m, Women's 4 x 100m Relay"
Andriy Protsenko,Ukraine,24,194,80,M,5/20/1988,5,KHERSON (UKR),0,0,0,0,Athletics,Men's High Jump
Artur Akhmatkhuzin,Russian Federation,24,182,74,M,5/21/1988,5,,0,0,0,0,Fencing,"Men's Individual Foil, Men's Team Foil"
Aida Roman,Mexico,24,168,61,F,5/21/1988,5,Mexico D.F.,0,1,0,1,Archery,"Women's Individual, Women's Team"
Kelly Sibley,Great Britain,24,172,68,F,5/21/1988,5,LEAMINGTON SPA (GBR),0,0,0,0,Table Tennis,Women's Team
Iain Jensen,Australia,24,186,80,M,5/23/1988,5,Belmont (AUS),0,0,0,0,Sailing,Men's 49er
Jaclyn Kintzer,United States of America,24,168,63,F,5/23/1988,5,Reading (USA),0,0,0,0,Hockey,Women's Hockey
Hiroki Watanabe,Japan,24,178,80,M,5/23/1988,5,FUJIKAWAGUCHIKO (JPN),0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 200m
Tony Gallopin,France,24,179,72,M,5/24/1988,5,DOURDAN (FRA),0,0,0,0,Cycling - Road,Men's Road Race
Ilya Ilyin,Kazakhstan,24,174,94,M,5/24/1988,5,KZYL,0,0,0,0,Weightlifting,Men's 94kg
Yeongeun Jeon,Republic of Korea,24,156,43,F,5/24/1988,5,DAEJEON (KOR),0,0,0,0,Athletics,Women's 20km Race Walk
Ioannis Fountoulis,Greece,24,187,86,M,5/25/1988,5,CHIOS (GRE),0,0,0,0,Water Polo,Men's Water Polo
Cameron van der Burgh,South Africa,24,184,74,M,5/25/1988,5,Pretoria (RSA),1,0,0,1,Swimming,"Men's 100m Breaststroke, Men's 4x100m Medley Relay"
Revaz Lashkhi,Georgia,24,172,60,M,5/26/1988,5,Borjomi (GEO),0,0,0,0,Wrestling,Men's 60kg Greco-Roman
Dani Samuels,Australia,24,182,82,F,5/26/1988,5,Fairfield (AUS),0,0,0,0,Athletics,Women's Discus Throw
Louisa Sawers,Great Britain,24,176,69,F,5/26/1988,5,,0,0,0,0,Canoe Sprint,"Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m"
Alice Schlesinger,Israel,24,165,63,F,5/26/1988,5,HERZELEYA (ISR),0,0,0,0,Judo,Women's -63kg
Irina Davydova,Russian Federation,24,170,65,F,5/27/1988,5,Vladimir Region (RUS),0,0,0,0,Athletics,Women's 400m Hurdles
Nadezda Evstyukhina,Russian Federation,24,167,75,F,5/27/1988,5,Moscow Region (RUS),0,0,0,0,Weightlifting,Women's 75kg
Jaromir Musil,Czech Republic,24,182,81,M,5/28/1988,5,Praha (CZE),0,0,0,0,Judo,Men's -81kg
Ed Scott,Great Britain,24,197,85,M,5/28/1988,5,Leeds (GBR),0,0,0,0,Water Polo,Men's Water Polo
Dino Sefir,Ethiopia,24,178,61,M,5/28/1988,5,Shoa (ETH),0,0,0,0,Athletics,Men's Marathon
Tobin Heath,United States of America,24,168,59,F,5/29/1988,5,,0,0,0,0,Football,Women's Football
Carmen Martin Berenguer,Spain,24,168,63,F,5/29/1988,5,,0,0,0,0,Handball,Women's Handball
Andrei Nechita,Romania,24,183,70,M,5/29/1988,5,BIRLAD (ROU),0,0,0,0,Cycling - Road,Men's Road Race
Sylvie Datty-Ngonga Tara-Agoue,Central African Republic,24,163,,F,5/30/1988,5,BEGOUA (CAF),0,0,0,0,Wrestling,Women's 63kg Freestyle
Aljaz Sedej,Slovenia,24,177,81,M,5/30/1988,5,Ljubljana (SLO),0,0,0,0,Judo,Men's -81kg
Domagoj Duvnjak,Croatia,24,197,99,M,6/1/1988,6,,0,0,0,0,Handball,Men's Handball
Jessica Mager,Germany,24,169,57,F,6/1/1988,6,SOLINGEN (GER),0,0,0,0,Shooting,Women's 10m Air Rifle
Arnold Sorina,Vanuatu,24,175,60,M,6/1/1988,6,PORT VILA (VAN),0,0,0,0,Athletics,Men's 800m
Luciano de Cecco,Argentina,24,194,89,M,6/2/1988,6,Santa Fe (ARG),0,0,0,0,Volleyball,Men's Volleyball
Alexandra Fisher,Kazakhstan,24,174,63,F,6/3/1988,6,Pavlodar (KAZ),0,0,0,0,Athletics,Women's Shot Put
Haiping Liu,People's Republic of China,24,174,72,F,6/3/1988,6,Shandong (CHN),0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Mariya Stadnyk,Azerbaijan,24,157,48,F,6/3/1988,6,LVOV (UKR),0,0,0,0,Wrestling,Women's 48kg Freestyle
Stanislav Dragun,Belarus,24,182,78,M,6/4/1988,6,,0,0,0,0,Football,Men's Football
Ryoko Oie,Japan,24,167,58,F,6/4/1988,6,Tottori (JPN),0,0,0,0,Hockey,Women's Hockey
Mohsen Shadi Naghadeh,Islamic Republic of Iran,24,190,72,M,6/4/1988,6,,0,0,0,0,Rowing,Men's Single Sculls
Nora Subschinski,Germany,24,159,57,F,6/5/1988,6,Berlin (GER),0,0,0,0,Diving,"Women's 3m Springboard, Women's 10m Platform, Women's Synchronised 10m Platform"
Kitty van Male,Netherlands,24,170,62,F,6/5/1988,6,Amstelveen (NED),0,0,0,0,Hockey,Women's Hockey
Sergey Bolshakov,Russian Federation,24,190,90,M,6/6/1988,6,Izhevsk (RUS),0,0,0,0,Swimming,Men's 10km Marathon
Ryan Brathwaite,Barbados,24,185,77,M,6/6/1988,6,Bridgetown (BAR),0,0,0,0,Athletics,Men's 110m Hurdles
Arianna Errigo,Italy,24,180,64,F,6/6/1988,6,,1,1,0,2,Fencing,"Women's Individual Foil, Women's Team Foil"
Xiangrong Liu,People's Republic of China,24,185,118,F,6/6/1988,6,Nei Monggol (CHN),0,0,0,0,Athletics,Women's Shot Put
Piotr Siemionowski,Poland,24,193,92,M,6/6/1988,6,,0,0,0,0,Canoe Sprint,Men's Kayak Single (K1) 200m
Sebastian Wang-Hansen,Norway,24,,,M,6/6/1988,6,Tonsberg (NOR),0,0,0,0,Sailing,Men's RS-X
Ekaterina Makarova,Russian Federation,24,176,60,F,6/7/1988,6,,0,0,0,0,Tennis,Women's Doubles
Lisa Brennauer,Germany,24,168,63,F,6/8/1988,6,KEMPTEN (GER),0,0,0,0,Cycling - Track,Women's Team Pursuit
Yasemin Begum Dalgalar,Turkey,24,183,70,F,6/8/1988,6,,0,0,0,0,Basketball,Women's Basketball
Mimi Belete,Bahrain,24,168,46,F,6/9/1988,6,ETHIOPIA (ETH),0,0,0,0,Athletics,Women's 1500m
Nayara Figueira,Brazil,24,169,,F,6/9/1988,6,Sao Paulo (BRA),0,0,0,0,Synchronised Swimming,Women's Duets
Sara Isakovic,Slovenia,24,173,61,F,6/9/1988,6,Kranj (SLO),0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 100m Butterfly, Women's 4x200m Freestyle Relay"
Tigran Martirosyan,Armenia,24,170,77,M,6/9/1988,6,Gyumri (ARM),0,0,0,0,Weightlifting,Men's 77kg
Phuoc Hung Pham,Vietnam,24,165,,M,6/10/1988,6,HAU GIANG,0,0,0,0,Gymnastics - Artistic,Men's Qualification
Amer Hrustanovic,Austria,24,180,84,M,6/11/1988,6,ZVORNIK (BIH),0,0,0,0,Wrestling,Men's 84kg Greco-Roman
Ayako Kimura,Japan,24,168,52,F,6/11/1988,6,HIROSHIMA (JPN),0,0,0,0,Athletics,Women's 100m Hurdles
Wael Koubrosli,Lebanon,24,185,87,M,6/12/1988,6,Beirut (LIB),0,0,0,0,Swimming,Men's 100m Breaststroke
Bianca Pascu,Romania,24,173,64,F,6/13/1988,6,,0,0,0,0,Fencing,Women's Individual Sabre
Jie Sun,People's Republic of China,24,182,69,M,6/13/1988,6,,0,0,0,0,Rowing,Men's Lightweight Double Sculls
Kerstin Hartmann,Germany,24,172,69,F,6/14/1988,6,,0,0,0,0,Rowing,Women's Pair
Shinta Mulia Sari,Singapore,24,164,58,F,6/14/1988,6,Jakarta,0,0,0,0,Badminton,Women's Doubles
Barakat Mubarak Al-Harthi,Oman,24,171,67,M,6/15/1988,6,Ibra (OMA),0,0,0,0,Athletics,Men's 100m
Jose Espinoza Mena,Venezuela,24,173,,M,6/15/1988,6,San Jose (VEN),0,0,0,0,Boxing,Men's Middle (75kg)
Jennie Johansson,Sweden,24,185,72,F,6/15/1988,6,HEDEMORA (SWE),0,0,0,0,Swimming,Women's 100m Breaststroke
Tarik Langat Akdag,Turkey,24,,,M,6/16/1988,6,Nandi (KEN),0,0,0,0,Athletics,Men's 3000m Steeplechase
Emily Batty,Canada,24,161,48,F,6/16/1988,6,Oshawa (CAN),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Mate Lekai,Hungary,24,190,83,M,6/16/1988,6,,0,0,0,0,Handball,Men's Handball
Andisiwe Mgcoyi,South Africa,24,174,75,F,6/16/1988,6,,0,0,0,0,Football,Women's Football
Marit Bouwmeester,Netherlands,24,177,66,F,6/17/1988,6,BOARNSTERHIM (NED),0,0,0,0,Sailing,Women's Laser Radial
Stephanie Rice,Australia,24,176,67,F,6/17/1988,6,Brisbane (AUS),0,0,0,0,Swimming,"Women's 200m Individual Medley, Women's 400m Individual Medley"
Virginie Cueff,France,24,170,61,F,6/18/1988,6,Brest (FRA),0,0,0,0,Cycling - Track,"Women's Sprint, Women's Team Sprint"
Melanie Nocher,Ireland,24,179,67,F,6/18/1988,6,COUNTY DOWN (IRL),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
Becchara Palmer,Australia,24,182,67,F,6/18/1988,6,,0,0,0,0,Beach Volleyball,Women's Beach Volleyball
Viktor Ninov,Bulgaria,24,197,82,M,6/19/1988,6,CHERV. BRYAG (BUL),0,0,0,0,Athletics,Men's High Jump
Federico Pereyra,Argentina,24,200,99,M,6/19/1988,6,SAN JUAN (ARG),0,0,0,0,Volleyball,Men's Volleyball
Nicolas Garcia Hemme,Spain,24,188,,M,6/20/1988,6,LAS PALMAS (ESP),0,0,0,0,Taekwondo,Men's -80kg
Irene Pusterla,Switzerland,24,176,64,F,6/21/1988,6,Mendrisio (SUI),0,0,0,0,Athletics,Women's Long Jump
Daniel Awde,Great Britain,24,182,82,M,6/22/1988,6,HAMMERSMITH (GBR),0,0,0,0,Athletics,Men's Decathlon
Laura Bartlett,Great Britain,24,169,63,F,6/22/1988,6,Glasgow (GBR),0,0,0,0,Hockey,Women's Hockey
Roxana Elisabeta Birca,Romania,24,167,47,F,6/22/1988,6,Bucuresti (ROU),0,0,0,0,Athletics,Women's 5000m
Krisztian Lovassy,Hungary,24,180,71,M,6/23/1988,6,Budapest (HUN),0,0,0,0,Cycling - Road,Men's Road Race
Ehsan Rouzbahani,Islamic Republic of Iran,24,178,,M,6/23/1988,6,Tehran (IRI),0,0,0,0,Boxing,Men's Light Heavy (81kg)
Ardo Arusaar,Estonia,24,182,96,M,6/24/1988,6,Parnu (EST),0,0,0,0,Wrestling,Men's 96kg Greco-Roman
Micah Richards,Great Britain,24,180,82,M,6/24/1988,6,,0,0,0,0,Football,Men's Football
Ryan Sissons,New Zealand,24,175,61,M,6/24/1988,6,Bulawayo (ZIM),0,0,0,0,Triathlon,Men's Triathlon
Xiaoyu Liu,People's Republic of China,24,171,62,F,6/25/1988,6,Liaoning (CHN),0,0,0,0,Swimming,Women's 100m Breaststroke
Junrong Shu,People's Republic of China,24,177,75,M,6/25/1988,6,HUNAN (CHN),0,0,0,0,Canoe Slalom,Men's Canoe Double (C2)
Janet Achola,Uganda,24,167,52,F,6/26/1988,6,LIRA (UGA),0,0,0,0,Athletics,Women's 1500m
Chisato Fukushima,Japan,24,165,50,F,6/27/1988,6,MAKUBETSU (JPN),0,0,0,0,Athletics,"Women's 100m, Women's 200m, Women's 4 x 100m Relay"
Louise Laursen,Denmark,24,170,60,F,6/27/1988,6,TAASTRUP,0,0,0,0,Archery,"Women's Individual, Women's Team"
Carlos Javier Quinchara,Colombia,24,173,57,M,6/27/1988,6,Bogota (COL),0,0,0,0,Triathlon,Men's Triathlon
Agata Bednarek,Poland,24,175,57,F,6/28/1988,6,SIERADZ (POL),0,0,0,0,Athletics,Women's 4 x 400m Relay
David Boui,Central African Republic,24,185,,M,6/28/1988,6,Bangui (CAF),0,0,0,0,Taekwondo,Men's -68kg
William Encarnacion Alcantara,Dominican Republic,24,164,,M,6/28/1988,6,SAN JUAN DE LA MAGUANA (DOM),0,0,0,0,Boxing,Men's Bantam (56kg)
Alana Millington,New Zealand,24,171,67,F,6/28/1988,6,KOGARAH (AUS),0,0,0,0,Hockey,Women's Hockey
Dianelys Perez,Cuba,24,,,F,6/28/1988,6,Matanzas (CUB),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Sophie Diana Schmidt,Canada,24,173,71,F,6/28/1988,6,,0,0,0,0,Football,Women's Football
Marketa Slukova,Czech Republic,24,181,69,F,6/28/1988,6,,0,0,0,0,Beach Volleyball,Women's Beach Volleyball
Egidijus Kavaliauskas,Lithuania,24,176,,M,6/29/1988,6,,0,0,0,0,Boxing,Men's Welter (69kg)
Elnur Mammadli,Azerbaijan,24,175,81,M,6/29/1988,6,Baku (AZE),0,0,0,0,Judo,Men's -81kg
Naoya Sakamoto,Japan,24,178,77,M,6/29/1988,6,TANABE (JPN),0,0,0,0,Canoe Sprint,Men's Canoe Single (C1) 200m
Ismail Al Hammadi,United Arab Emirates,24,173,68,M,7/1/1988,7,,0,0,0,0,Football,Men's Football
Xavier Hochstrasser,Switzerland,24,180,76,M,7/1/1988,7,,0,0,0,0,Football,Men's Football
Aleksander Lesun,Russian Federation,24,182,75,M,7/1/1988,7,MINSK REGION,0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
Sofiane Milous,France,24,168,60,M,7/1/1988,7,DRANCY (FRA),0,0,0,0,Judo,Men's -60kg
Cy Thompson,"Virgin Islands, US",24,185,83,M,7/1/1988,7,ST. THOMAS (ISV),0,0,0,0,Sailing,Men's Laser
Dagmara Wozniak,United States of America,24,173,77,F,7/1/1988,7,,0,0,0,0,Fencing,Women's Individual Sabre
Katrin Thiem,Germany,24,188,79,F,7/2/1988,7,,0,0,0,0,Rowing,Women's Eight
Piotr Juszczak,Poland,24,197,90,M,7/3/1988,7,,0,0,0,0,Rowing,Men's Eight
Miguel Angel Lopez,Spain,24,181,70,M,7/3/1988,7,Murcia (ESP),0,0,0,0,Athletics,Men's 20km Race Walk
Sarvanjit Singh,India,24,,,M,7/3/1988,7,,0,0,0,0,Hockey,Men's Hockey
Barbara Micheline Do Monte Barbosa,Brazil,24,171,76,F,7/4/1988,7,,0,0,0,0,Football,Women's Football
Kurt Felix,Grenada,24,184,62,M,7/4/1988,7,ST. GEORGE'S (GRN),0,0,0,0,Athletics,Men's Decathlon
Ruixue Jing,People's Republic of China,24,170,63,F,7/4/1988,7,Shaanxi (CHN),0,0,0,0,Wrestling,Women's 63kg Freestyle
Bunyami Sezer,Turkey,24,163,67,M,7/4/1988,7,TOKAT,0,0,0,0,Weightlifting,Men's 69kg
Martin Liivamagi,Estonia,24,185,85,M,7/5/1988,7,Tallinn (EST),0,0,0,0,Swimming,"Men's 100m Breaststroke, Men's 200m Individual Medley"
Alex Meyer,United States of America,24,178,75,M,7/5/1988,7,Rochester (USA),0,0,0,0,Swimming,Men's 10km Marathon
Kamel Alouini,Tunisia,24,187,86,M,7/6/1988,7,,0,0,0,0,Handball,Men's Handball
Jordan Ernest Burroughs,United States of America,24,173,74,M,7/8/1988,7,Camden (USA),0,0,0,0,Wrestling,Men's 74kg Freestyle
Juthatip Maneephan,Thailand,24,156,59,F,7/8/1988,7,ROI ET (THA),0,0,0,0,Cycling - Road,Women's Road Race
Petrus Gavrila,Romania,24,185,87,M,7/8/1988,7,,0,0,0,0,Canoe Sprint,Men's Kayak Four (K4) 1000m
Jesse Sergent,New Zealand,24,189,77,M,7/8/1988,7,FIELDING (NZL),0,0,1,1,Cycling - Track,Men's Team Pursuit
Elena Maria Bonfanti,Italy,24,172,60,F,7/9/1988,7,Milano (ITA),0,0,0,0,Athletics,Women's 4 x 400m Relay
Michael Hunter Ii,United States of America,24,188,,M,7/10/1988,7,Van Nuys (USA),0,0,0,0,Boxing,Men's Heavy (91kg)
Oleg Veretilo,Belarus,24,180,76,M,7/10/1988,7,,0,0,0,0,Football,Men's Football
Sarah Walker,New Zealand,24,176,76,F,7/10/1988,7,WHAKATANE (NZL),0,0,0,0,Cycling - BMX,Women's BMX
Martin Ivanov,Bulgaria,24,172,66,M,7/11/1988,7,Sliven (BUL),0,0,0,0,Judo,Men's -66kg
Suvi Mikkonen,Finland,24,164,,F,7/11/1988,7,SAARI (FIN),0,0,0,0,Taekwondo,Women's -57kg
Konstantinos Mourikis,Greece,24,198,115,M,7/11/1988,7,Marousi (GRE),0,0,0,0,Water Polo,Men's Water Polo
Obinna Metu,Nigeria,24,189,76,M,7/12/1988,7,OGIDI (NGR),0,0,0,0,Athletics,Men's 100m
Damir Martin,Croatia,24,188,94,M,7/14/1988,7,,0,1,0,1,Rowing,Men's Quadruple Sculls
Mubarak Al Besher,United Arab Emirates,24,,,M,7/15/1988,7,DUBAI (UAE),0,0,0,0,Swimming,Men's 100m Breaststroke
Eloyse Lesueur,France,24,176,64,F,7/15/1988,7,CRETEIL (FRA),0,0,0,0,Athletics,Women's Long Jump
Maiko Kano,Japan,24,185,72,F,7/15/1988,7,MITAKA (JPN),0,0,0,0,Volleyball,Women's Volleyball
Imran Butt,Pakistan,24,,,M,7/16/1988,7,,0,0,0,0,Hockey,Men's Hockey
Bruno Ecuele,Gabon,24,187,72,M,7/16/1988,7,,0,0,0,0,Football,Men's Football
Eric Johannesen,Germany,24,193,98,M,7/16/1988,7,,1,0,0,1,Rowing,Men's Eight
Lyubov Shulika,Ukraine,24,166,65,F,7/16/1988,7,VINNYTSYA (UKR),0,0,0,0,Cycling - Track,"Women's Sprint, Women's Keirin, Women's Team Sprint"
Giovanni Codrington,Netherlands,24,177,80,M,7/17/1988,7,Paramaribo (SUR),0,0,0,0,Athletics,Men's 4 x 100m Relay
Felix Aronovich,Israel,24,168,,M,7/18/1988,7,Odessa (UKR),0,0,0,0,Gymnastics - Artistic,Men's Qualification
Stella-Iro Ledaki,Greece,24,170,60,F,7/18/1988,7,CHANIA (GRE),0,0,0,0,Athletics,Women's Pole Vault
Zhiwei Wang,People's Republic of China,24,178,75,M,7/18/1988,7,SHANXI (CHN),0,0,0,0,Shooting,Men's 50m Pistol
Laurens Pannecoucke,Belgium,24,182,82,M,7/19/1988,7,KORTRIJK (BEL),0,0,0,0,Canoe Sprint,"Men's Kayak Double (K2) 1000m, Men's Kayak Double (K2) 200m"
Juan Ignacio MAEGLI AGUERO,Guatemala,24,184,84,M,7/21/1988,7,GUATEMALA CITY (GUA),0,0,0,0,Sailing,Men's Laser
Robbie Renwick,Great Britain,24,185,80,M,7/21/1988,7,Abu Dhabi (UAE),0,0,0,0,Swimming,"Men's 200m Freestyle, Men's 400m Freestyle, Men's 4x200m Freestyle Relay"
Elliot van Strydonck,Belgium,24,185,75,M,7/21/1988,7,,0,0,0,0,Hockey,Men's Hockey
Federico Matias Vieyra,Argentina,24,192,90,M,7/21/1988,7,,0,0,0,0,Handball,Men's Handball
Filippo Baldassari,Italy,24,186,98,M,7/22/1988,7,CHIARAVALLE (ITA),0,0,0,0,Sailing,Men's Finn
Amanda Dlamini,South Africa,24,162,61,F,7/22/1988,7,,0,0,0,0,Football,Women's Football
Seungchul Lee,Republic of Korea,24,174,60,M,7/22/1988,7,JEONNAM (KOR),0,0,0,0,Wrestling,Men's 60kg Freestyle
Zhangli Li,People's Republic of China,24,175,74,F,7/23/1988,7,,0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Atsumi Fukumoto,Japan,24,169,57,F,7/24/1988,7,,0,0,0,0,Rowing,Women's Lightweight Double Sculls
Arabelly Orjuela,Colombia,24,150,43,F,7/24/1988,7,LIBANO (COL),0,0,0,0,Athletics,Women's 20km Race Walk
Carlos Sanchez Estacio,Ecuador,24,170,,M,7/25/1988,7,LOJA (ECU),0,0,0,0,Boxing,Men's Welter (69kg)
Schillonie Calvert,Jamaica,24,135,54,F,7/27/1988,7,St James (JAM),0,0,0,0,Athletics,Women's 4 x 100m Relay
Aleksandar Stoyanov Kostadinov,Bulgaria,24,160,55,M,7/28/1988,7,KYUSTENDIL (BUL),0,0,0,0,Wrestling,Men's 55kg Greco-Roman
Emmanuel Biron,France,24,177,65,M,7/29/1988,7,LYON 2 (FRA),0,0,0,0,Athletics,Men's 4 x 100m Relay
Yassine Moudatir,Morocco,24,166,60,M,7/29/1988,7,AL FIDA (MAR),0,0,0,0,Judo,Men's -60kg
Yannick Brauchli,Switzerland,24,174,64,M,7/30/1988,7,Zurich (SUI),0,0,0,0,Sailing,Men's 470
Filip Dvorak,Czech Republic,24,190,89,M,7/30/1988,7,,0,0,0,0,Canoe Sprint,Men's Canoe Double (C2) 1000m
Hadia Hosny,Egypt,24,177,72,F,7/30/1988,7,Cairo,0,0,0,0,Badminton,Women's Singles
Winder Cuevas,Dominican Republic,24,170,65,M,8/1/1988,8,Oviedo (DOM),0,0,0,0,Athletics,Men's 400m Hurdles
Nikolaj Markussen,Denmark,24,212,101,M,8/1/1988,8,,0,0,0,0,Handball,Men's Handball
Meghan Klingenberg,United States of America,24,157,57,F,8/2/1988,8,,0,0,0,0,Football,Women's Football
Lukasz Michalski,Poland,24,190,85,M,8/2/1988,8,Bydgoszcz (POL),0,0,0,0,Athletics,Men's Pole Vault
Rocio Sanchez Moccia,Argentina,24,157,54,F,8/2/1988,8,Buenos Aires (ARG),0,0,0,0,Hockey,Women's Hockey
Valent Sinkovic,Croatia,24,,,M,8/2/1988,8,,0,1,0,1,Rowing,Men's Quadruple Sculls
Lauren Boden,Australia,24,178,66,F,8/3/1988,8,Canberra (AUS),0,0,0,0,Athletics,Women's 400m Hurdles
Fabio Scozzoli,Italy,24,187,82,M,8/3/1988,8,Lugo (ITA),0,0,0,0,Swimming,"Men's 100m Breaststroke, Men's 4x100m Medley Relay"
Carlos Almeida,Portugal,23,182,87,M,8/4/1988,8,Lisboa (POR),0,0,0,0,Swimming,Men's 100m Breaststroke
Kelley O'Hara,United States of America,23,165,58,F,8/4/1988,8,,0,0,0,0,Football,Women's Football
Bela Simon,Hungary,23,191,94,M,8/4/1988,8,,0,0,0,0,Rowing,Men's Pair
Melissa Bishop,Canada,23,173,59,F,8/5/1988,8,EGANVILLE (CAN),0,0,0,0,Athletics,Women's 800m
Hugues Fournel,Canada,23,170,73,M,8/5/1988,8,POINTE,0,0,0,0,Canoe Sprint,"Men's Kayak Double (K2) 1000m, Men's Kayak Double (K2) 200m"
Mizuki Fujii,Japan,23,160,60,F,8/5/1988,8,ASHIKITA,0,0,0,0,Badminton,Women's Doubles
Michael Jamieson,Great Britain,23,186,81,M,8/5/1988,8,Glasgow (GBR),0,1,0,1,Swimming,"Men's 100m Breaststroke, Men's 200m Breaststroke"
Federica Pellegrini,Italy,23,178,65,F,8/5/1988,8,Mirano (ITA),0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 400m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay"
Masoud Esmaeilpoorjouybari,Islamic Republic of Iran,23,168,60,M,8/6/1988,8,JOYBAR (IRI),0,0,0,0,Wrestling,Men's 60kg Freestyle
Paolo Nicolai,Italy,23,203,91,M,8/6/1988,8,,0,0,0,0,Beach Volleyball,Men's Beach Volleyball
Henrik Stephansen,Denmark,23,182,78,M,8/6/1988,8,,0,0,0,0,Rowing,Men's Single Sculls
Ivan Remarenco,Republic of Moldova,23,186,90,M,8/7/1988,8,ANENII NOI (MDA),0,0,0,0,Judo,Men's -90kg
Ying Wang,People's Republic of China,23,185,76,F,8/7/1988,8,,0,0,0,0,Water Polo,Women's Water Polo
Mauricio Arteaga,Ecuador,23,178,62,M,8/8/1988,8,Cuenca (ECU),0,0,0,0,Athletics,Men's 20km Race Walk
Tiana Coudray,United States of America,23,163,57,F,8/8/1988,8,Santa Barbara (USA),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, RINGWOOD MAGISTER"
Everton dos Santos Lopes,Brazil,23,172,,M,8/8/1988,8,,0,0,0,0,Boxing,Men's Light Welter (64kg)
Glencora Ralph,Australia,23,178,67,F,8/8/1988,8,Geraldton (AUS),0,0,0,0,Water Polo,Women's Water Polo
Lydia Chebet Rotich,Kenya,23,157,45,F,8/8/1988,8,Keiyo (KEN),0,0,0,0,Athletics,Women's 3000m Steeplechase
Quadri Aruna,Nigeria,23,,73,M,8/9/1988,8,OYO (NGR),0,0,0,0,Table Tennis,Men's Singles
Robelis Despaigne,Cuba,23,,,M,8/9/1988,8,Santiago de Cuba (CUB),0,0,0,0,Taekwondo,Men's +80kg
Gurbaj Singh,India,23,,,M,8/9/1988,8,,0,0,0,0,Hockey,Men's Hockey
Trudi Maree,South Africa,23,171,70,F,8/9/1988,8,Bloemfontein (RSA),0,0,0,0,Swimming,Women's 50m Freestyle
Nicoleta Albu,Romania,23,183,76,F,8/10/1988,8,,0,0,0,0,Rowing,Women's Eight
Nour El Din Hassanein,Egypt,23,186,92,M,8/10/1988,8,,0,0,0,0,Rowing,Men's Single Sculls
Samantha Cheverton,Canada,23,160,48,F,8/11/1988,8,Montreal (CAN),0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay"
Jake Kaminski,United States of America,23,208,71,M,8/11/1988,8,Buffalo,0,1,0,1,Archery,"Men's Individual, Men's Team"
Patrick Mills,Australia,23,180,85,M,8/11/1988,8,,0,0,0,0,Basketball,Men's Basketball
Maria Suelen Altheman,Brazil,23,175,78,F,8/12/1988,8,Sao Paulo,0,0,0,0,Judo,Women's +78kg
Sandeep Kumar,India,23,183,72,M,8/12/1988,8,,0,0,0,0,Rowing,Men's Lightweight Double Sculls
Tejay van Garderen,United States of America,23,185,70,M,8/12/1988,8,Tacoma (USA),0,0,0,0,Cycling - Road,Men's Road Race
Miao Zhang,People's Republic of China,23,183,80,M,8/12/1988,8,Shandong (CHN),0,0,0,0,Cycling - Track,"Men's Keirin, Men's Team Sprint"
